kernel,problem_idx,N,C,K,G,Hi,Wi,Y,X,stride_h,stride_w,pad_h,pad_w,latency_ms,tflops,non_zero
grouped_conv_forward_bf16_2d_128x128x64_compv3,139,4,256,512,1,38,38,3,3,2,2,1,1,0.04523229971528053,75.31837747460573,739328
grouped_conv_forward_bf16_2d_128x128x64_compv4,139,4,256,512,1,38,38,3,3,2,2,1,1,0.03826029971241951,89.04330205479613,739328
grouped_conv_forward_bf16_2d_16x64x128_compv3,139,4,256,512,1,38,38,3,3,2,2,1,1,0.028116200119256973,121.16941156876473,739328
grouped_conv_forward_bf16_2d_16x64x128_compv4,139,4,256,512,1,38,38,3,3,2,2,1,1,0.031112302094697952,109.50084675928171,739328
grouped_conv_forward_bf16_2d_32x64x128_compv3,139,4,256,512,1,38,38,3,3,2,2,1,1,0.028136199340224266,121.08328430590531,739328
grouped_conv_forward_bf16_2d_32x64x128_compv4,139,4,256,512,1,38,38,3,3,2,2,1,1,0.03149620071053505,108.16617074898383,739328
grouped_conv_forward_bf16_2d_64x64x128_compv3,139,4,256,512,1,38,38,3,3,2,2,1,1,0.03199220076203346,106.48918620325195,739328
grouped_conv_forward_bf16_2d_64x64x128_compv4,139,4,256,512,1,38,38,3,3,2,2,1,1,0.038724299520254135,87.97637313537756,739328
grouped_conv_forward_bf16_2d_128x64x128_compv3,139,4,256,512,1,38,38,3,3,2,2,1,1,0.03061630204319954,111.27481755285073,739328
grouped_conv_forward_bf16_2d_128x64x128_compv4,139,4,256,512,1,38,38,3,3,2,2,1,1,0.03833230212330818,88.87604540527873,739328
grouped_conv_forward_bf16_2d_16x64x64_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.12947680056095123,116.61930426595542,29491200
grouped_conv_forward_bf16_2d_16x64x64_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.14617308974266052,103.29872910658754,29491200
grouped_conv_forward_bf16_2d_32x64x64_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.10455280542373657,144.41979188223647,29491200
grouped_conv_forward_bf16_2d_32x64x64_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.12473700195550919,121.05064386095829,29491200
grouped_conv_forward_bf16_2d_64x64x64_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.08768869936466217,172.1943022236794,29491200
grouped_conv_forward_bf16_2d_64x64x64_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.16397340595722198,92.08502020101488,29491200
grouped_conv_forward_bf16_2d_32x128x64_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.07924459874629974,190.5428841698193,29491200
grouped_conv_forward_bf16_2d_32x128x64_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.12418899685144424,121.58480044783775,29491200
grouped_conv_forward_bf16_2d_64x128x64_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.07210459560155869,209.4109851671312,29491200
grouped_conv_forward_bf16_2d_64x128x64_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.16612939536571503,90.88996180814463,29491200
grouped_conv_forward_bf16_2d_128x128x64_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.0779045969247818,193.8203263483773,29491200
grouped_conv_forward_bf16_2d_128x128x64_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.16308540105819702,92.58642589726192,29491200
grouped_conv_forward_bf16_2d_16x64x128_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.11165289580821991,135.2360302945978,29491200
grouped_conv_forward_bf16_2d_16x64x128_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.14736920595169067,102.46030914321265,29491200
grouped_conv_forward_bf16_2d_32x64x128_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.0883847028017044,170.83832293781072,29491200
grouped_conv_forward_bf16_2d_32x64x128_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.1263251006603241,119.52885310260763,29491200
grouped_conv_forward_bf16_2d_64x64x128_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.08314070105552673,181.61374884144388,29491200
grouped_conv_forward_bf16_2d_64x64x128_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.1634373962879181,92.38702244986885,29491200
grouped_conv_forward_bf16_2d_128x64x128_compv3,140,2,256,256,1,200,288,1,1,1,1,0,0,0.09129279851913452,165.39633623823264,29491200
grouped_conv_forward_bf16_2d_128x64x128_compv4,140,2,256,256,1,200,288,1,1,1,1,0,0,0.16417740285396576,91.97060093240029,29491200
grouped_conv_forward_bf16_2d_16x64x64_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.05364830046892166,128.21764156321768,6717440
grouped_conv_forward_bf16_2d_16x64x64_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.0628684014081955,109.41360693009925,6717440
grouped_conv_forward_bf16_2d_32x64x64_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.045276299118995667,151.9262548805377,6717440
grouped_conv_forward_bf16_2d_32x64x64_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.05497239902615547,125.12931365296944,6717440
grouped_conv_forward_bf16_2d_64x64x64_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.0398842990398407,172.46532408978433,6717440
grouped_conv_forward_bf16_2d_64x64x64_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.07302059978246689,94.20161681076259,6717440
grouped_conv_forward_bf16_2d_32x128x64_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.037552300840616226,183.1754221717383,6717440
grouped_conv_forward_bf16_2d_32x128x64_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.055148400366306305,124.72997429319118,6717440
grouped_conv_forward_bf16_2d_64x128x64_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.03306020051240921,208.06463522258682,6717440
grouped_conv_forward_bf16_2d_64x128x64_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.07289259880781174,94.3670368803318,6717440
grouped_conv_forward_bf16_2d_128x128x64_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.031960200518369675,215.22576355697058,6717440
grouped_conv_forward_bf16_2d_128x128x64_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.07430459558963776,92.57379715769925,6717440
grouped_conv_forward_bf16_2d_16x64x128_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.05221639946103096,131.73368196582638,6717440
grouped_conv_forward_bf16_2d_16x64x128_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.06356050074100494,108.22222103046387,6717440
grouped_conv_forward_bf16_2d_32x64x128_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.03983230143785477,172.69046255667374,6717440
grouped_conv_forward_bf16_2d_32x64x128_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.05504839867353439,124.95656051312262,6717440
grouped_conv_forward_bf16_2d_64x64x128_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.04082829877734184,168.4777168285394,6717440
grouped_conv_forward_bf16_2d_64x64x128_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.07380859553813934,93.19590096312793,6717440
grouped_conv_forward_bf16_2d_128x64x128_compv3,141,2,512,256,1,164,80,1,1,1,1,0,0,0.04272029921412468,161.01616062009458,6717440
grouped_conv_forward_bf16_2d_128x64x128_compv4,141,2,512,256,1,164,80,1,1,1,1,0,0,0.07395260035991669,93.01442446273094,6717440
grouped_conv_forward_bf16_2d_16x64x64_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.014291999861598015,76.30276032468888,2129920
grouped_conv_forward_bf16_2d_16x64x64_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.014572100713849068,74.83608996495542,2129920
grouped_conv_forward_bf16_2d_32x64x64_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.014096100814640522,77.36316974034145,2129920
grouped_conv_forward_bf16_2d_32x64x64_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.013920100405812263,78.34131997673376,2129920
grouped_conv_forward_bf16_2d_64x64x64_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.012412100099027157,87.85934944929049,2129920
grouped_conv_forward_bf16_2d_64x64x64_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.019060101360082626,57.21475554604672,2129920
grouped_conv_forward_bf16_2d_32x128x64_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.010475999675691128,104.09689516605066,2129920
grouped_conv_forward_bf16_2d_32x128x64_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.013888100162148476,78.52183000322614,2129920
grouped_conv_forward_bf16_2d_64x128x64_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.011068100109696388,98.52811496027518,2129920
grouped_conv_forward_bf16_2d_64x128x64_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.020068099722266197,54.34092191549329,2129920
grouped_conv_forward_bf16_2d_128x128x64_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.010360000655055046,105.26244894278973,2129920
grouped_conv_forward_bf16_2d_128x128x64_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.018644100055098534,58.49137457840341,2129920
grouped_conv_forward_bf16_2d_16x64x128_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.011748099699616432,92.82514346006144,2129920
grouped_conv_forward_bf16_2d_16x64x128_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.01419609971344471,76.81821500360422,2129920
grouped_conv_forward_bf16_2d_32x64x128_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.010755999945104122,101.38704402805233,2129920
grouped_conv_forward_bf16_2d_32x64x128_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.013748100027441978,79.32143625833845,2129920
grouped_conv_forward_bf16_2d_64x64x128_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.011896099895238876,91.6702994765918,2129920
grouped_conv_forward_bf16_2d_64x64x128_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.018748100847005844,58.16690708564013,2129920
grouped_conv_forward_bf16_2d_128x64x128_compv3,142,2,256,128,1,207,159,1,1,2,2,0,0,0.013776099309325218,79.1602191239877,2129920
grouped_conv_forward_bf16_2d_128x64x128_compv4,142,2,256,128,1,207,159,1,1,2,2,0,0,0.018740098923444748,58.19174404867785,2129920
grouped_conv_forward_bf16_2d_16x64x64_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.18562912940979,115.92069565667431,268435456
grouped_conv_forward_bf16_2d_16x64x64_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.4209444522857666,96.72366379341028,268435456
grouped_conv_forward_bf16_2d_32x64x64_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.0481570959091187,131.1243839386427,268435456
grouped_conv_forward_bf16_2d_32x64x64_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.19736647605896,114.78436737628549,268435456
grouped_conv_forward_bf16_2d_64x64x64_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.8652515411376953,158.84277223162795,268435456
grouped_conv_forward_bf16_2d_64x64x64_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.489029049873352,92.30105583480037,268435456
grouped_conv_forward_bf16_2d_32x128x64_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.772914707660675,177.8190427867216,268435456
grouped_conv_forward_bf16_2d_32x128x64_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.1965224742889404,114.86533385315315,268435456
grouped_conv_forward_bf16_2d_64x128x64_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.6840938925743103,200.90656408991487,268435456
grouped_conv_forward_bf16_2d_64x128x64_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.4895809888839722,92.26685524160212,268435456
grouped_conv_forward_bf16_2d_128x128x64_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.6935259699821472,198.17419883431035,268435456
grouped_conv_forward_bf16_2d_128x128x64_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.4890609979629517,92.29907549792632,268435456
grouped_conv_forward_bf16_2d_16x64x128_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.1084496974945068,123.99205284882231,268435456
grouped_conv_forward_bf16_2d_16x64x128_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.4243123531341553,96.49495292908878,268435456
grouped_conv_forward_bf16_2d_32x64x128_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.9669123888015747,142.14209587524954,268435456
grouped_conv_forward_bf16_2d_32x64x128_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.1958904266357422,114.92604206109488,268435456
grouped_conv_forward_bf16_2d_64x64x128_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.8324511647224426,165.10152102174683,268435456
grouped_conv_forward_bf16_2d_64x64x128_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.4880930185317993,92.35911449111005,268435456
grouped_conv_forward_bf16_2d_128x64x128_compv3,143,2,256,512,1,1023,1023,1,1,2,2,0,0,0.8168190717697144,168.26119543735157,268435456
grouped_conv_forward_bf16_2d_128x64x128_compv4,143,2,256,512,1,1023,1023,1,1,2,2,0,0,1.4888050556182861,92.31494274777496,268435456
grouped_conv_forward_bf16_2d_16x64x64_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.016700100153684616,82.88095923152984,2703360
grouped_conv_forward_bf16_2d_16x64x64_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.01695210114121437,81.64889463966753,2703360
grouped_conv_forward_bf16_2d_32x64x64_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.014892099425196648,92.94326343659385,2703360
grouped_conv_forward_bf16_2d_32x64x64_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.016032099723815918,86.33431327425372,2703360
grouped_conv_forward_bf16_2d_64x64x64_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.013320100493729115,103.9121529639826,2703360
grouped_conv_forward_bf16_2d_64x64x64_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.019064100459218025,72.60349487566506,2703360
grouped_conv_forward_bf16_2d_32x128x64_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.010864099487662315,127.40313374080011,2703360
grouped_conv_forward_bf16_2d_32x128x64_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.016116101294755936,85.88431498940646,2703360
grouped_conv_forward_bf16_2d_64x128x64_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.011896099895238876,116.35076472028958,2703360
grouped_conv_forward_bf16_2d_64x128x64_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.018928099423646927,73.12516111738164,2703360
grouped_conv_forward_bf16_2d_128x128x64_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.010615999810397625,130.38059012061694,2703360
grouped_conv_forward_bf16_2d_128x128x64_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.019008100032806396,72.81739456395556,2703360
grouped_conv_forward_bf16_2d_16x64x128_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.013976099900901318,99.03480440281757,2703360
grouped_conv_forward_bf16_2d_16x64x128_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.016896100714802742,81.91951168871564,2703360
grouped_conv_forward_bf16_2d_32x64x128_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.012248100712895393,113.00693490728167,2703360
grouped_conv_forward_bf16_2d_32x64x128_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.015960101038217545,86.72378180348797,2703360
grouped_conv_forward_bf16_2d_64x64x128_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.012204100377857685,113.41436706889569,2703360
grouped_conv_forward_bf16_2d_64x64x128_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.01907609961926937,72.55782616074495,2703360
grouped_conv_forward_bf16_2d_128x64x128_compv3,144,2,256,128,1,160,264,1,1,2,2,0,0,0.013700099661946297,101.02994534007395,2703360
grouped_conv_forward_bf16_2d_128x64x128_compv4,144,2,256,128,1,160,264,1,1,2,2,0,0,0.019172100350260735,72.1945063249774,2703360
grouped_conv_forward_bf16_2d_16x64x64_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.0326601006090641,78.99210743043479,497664
grouped_conv_forward_bf16_2d_16x64x64_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.027236100286245346,94.72318536376093,497664
grouped_conv_forward_bf16_2d_32x64x64_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.03668830171227455,70.31914958159167,497664
grouped_conv_forward_bf16_2d_32x64x64_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.02948020026087761,87.51264079517478,497664
grouped_conv_forward_bf16_2d_64x64x64_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04460439831018448,57.83936727627455,497664
grouped_conv_forward_bf16_2d_64x64x64_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04138819873332977,62.33395641648022,497664
grouped_conv_forward_bf16_2d_32x128x64_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04447630047798157,58.00595256966573,497664
grouped_conv_forward_bf16_2d_32x128x64_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.029632199555635452,87.0637419661058,497664
grouped_conv_forward_bf16_2d_64x128x64_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.05032029747962952,51.26937449136468,497664
grouped_conv_forward_bf16_2d_64x128x64_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04151630029082298,62.141620470219856,497664
grouped_conv_forward_bf16_2d_128x128x64_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04979630187153816,51.80887092088611,497664
grouped_conv_forward_bf16_2d_128x128x64_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04158430173993111,62.04000230987825,497664
grouped_conv_forward_bf16_2d_16x64x128_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.02666420117020607,96.75482717564802,497664
grouped_conv_forward_bf16_2d_16x64x128_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.027228200808167458,94.75066656722055,497664
grouped_conv_forward_bf16_2d_32x64x128_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.02741220034658909,94.11466950412161,497664
grouped_conv_forward_bf16_2d_32x64x128_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.030368302017450333,84.9533890474856,497664
grouped_conv_forward_bf16_2d_64x64x128_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.03526430204510689,73.15869098160624,497664
grouped_conv_forward_bf16_2d_64x64x128_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04172829911112785,61.82591265293174,497664
grouped_conv_forward_bf16_2d_128x64x128_compv3,145,4,288,384,1,35,35,3,3,2,2,1,1,0.034208301454782486,75.4170790797717,497664
grouped_conv_forward_bf16_2d_128x64x128_compv4,145,4,288,384,1,35,35,3,3,2,2,1,1,0.04218829795718193,61.15179566187766,497664
grouped_conv_forward_bf16_2d_16x64x64_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.005584000144153833,2.3003323188392333,25088
grouped_conv_forward_bf16_2d_16x64x64_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.0050119999796152115,2.562860345619187,25088
grouped_conv_forward_bf16_2d_32x64x64_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.0068000005558133125,1.8889786691294865,25088
grouped_conv_forward_bf16_2d_32x64x64_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.005892000161111355,2.180084122329208,25088
grouped_conv_forward_bf16_2d_64x64x64_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.008080000057816505,1.5897346420899874,25088
grouped_conv_forward_bf16_2d_64x64x64_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.007372099906206131,1.742387672905316,25088
grouped_conv_forward_bf16_2d_32x128x64_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.007451999932527542,1.7237058663852216,25088
grouped_conv_forward_bf16_2d_32x128x64_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.005795999895781279,2.2161932765646704,25088
grouped_conv_forward_bf16_2d_64x128x64_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.008684000000357628,1.4791635190546994,25088
grouped_conv_forward_bf16_2d_64x128x64_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.007468000054359436,1.7200128423274066,25088
grouped_conv_forward_bf16_2d_128x128x64_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.00920809991657734,1.3949735685290567,25088
grouped_conv_forward_bf16_2d_128x128x64_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.007340000011026859,1.7500076267987619,25088
grouped_conv_forward_bf16_2d_16x64x128_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.004652000032365322,2.7611900065849517,25088
grouped_conv_forward_bf16_2d_16x64x128_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.005531999748200178,2.3219552756088078,25088
grouped_conv_forward_bf16_2d_32x64x128_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.005283999722450972,2.4309342684904323,25088
grouped_conv_forward_bf16_2d_32x64x128_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.006316100247204304,2.0337004634601246,25088
grouped_conv_forward_bf16_2d_64x64x128_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.006624100264161825,1.9391397303412252,25088
grouped_conv_forward_bf16_2d_64x64x128_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.007740099914371967,1.6595465358462689,25088
grouped_conv_forward_bf16_2d_128x64x128_compv3,146,1,256,512,1,14,14,1,1,2,2,0,0,0.006876000203192234,1.8681000029692534,25088
grouped_conv_forward_bf16_2d_128x64x128_compv4,146,1,256,512,1,14,14,1,1,2,2,0,0,0.007696100510656834,1.6690343352732178,25088
grouped_conv_forward_bf16_2d_16x64x64_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.4936595857143402,129.1445008765441,62259200
grouped_conv_forward_bf16_2d_16x64x64_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.5419567227363586,117.63563053172719,62259200
grouped_conv_forward_bf16_2d_32x64x64_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.3926793932914734,162.35489279336304,62259200
grouped_conv_forward_bf16_2d_32x64x64_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.4752840995788574,134.13749977432659,62259200
grouped_conv_forward_bf16_2d_64x64x64_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.32049471139907837,198.92191207053824,62259200
grouped_conv_forward_bf16_2d_64x64x64_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.6002851724624634,106.20522332489661,62259200
grouped_conv_forward_bf16_2d_32x128x64_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.2806183993816376,227.18902588171395,62259200
grouped_conv_forward_bf16_2d_32x128x64_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.46948400139808655,135.79466096852568,62259200
grouped_conv_forward_bf16_2d_64x128x64_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.24019400775432587,265.42469313059627,62259200
grouped_conv_forward_bf16_2d_64x128x64_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.5998371839523315,106.2845427152886,62259200
grouped_conv_forward_bf16_2d_128x128x64_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.23087799549102783,276.13467738408843,62259200
grouped_conv_forward_bf16_2d_128x128x64_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.6089133024215698,104.70032522932387,62259200
grouped_conv_forward_bf16_2d_16x64x128_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.4577879011631012,139.26410164624656,62259200
grouped_conv_forward_bf16_2d_16x64x128_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.5488767027854919,116.15253567232504,62259200
grouped_conv_forward_bf16_2d_32x64x128_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,3.566303253173828,17.876612355739155,62259200
grouped_conv_forward_bf16_2d_32x64x128_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.47288408875465393,134.81828278023778,62259200
grouped_conv_forward_bf16_2d_64x64x128_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.30871862173080444,206.50979990313485,62259200
grouped_conv_forward_bf16_2d_64x64x128_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.5999292135238647,106.26823859022484,62259200
grouped_conv_forward_bf16_2d_128x64x128_compv3,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.30843061208724976,206.7026368380232,62259200
grouped_conv_forward_bf16_2d_128x64x128_compv4,147,1,512,1024,1,399,607,1,1,2,2,0,0,0.6012532114982605,106.03422914138471,62259200
grouped_conv_forward_bf16_2d_16x64x64_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.07395230233669281,113.43268207943049,16384000
grouped_conv_forward_bf16_2d_16x64x64_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.08115260303020477,103.36831705666648,16384000
grouped_conv_forward_bf16_2d_32x64x64_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.0628884956240654,133.38859383988748,16384000
grouped_conv_forward_bf16_2d_32x64x64_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.07183660566806793,116.77344610017978,16384000
grouped_conv_forward_bf16_2d_64x64x64_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.05110440403223038,164.14647932709474,16384000
grouped_conv_forward_bf16_2d_64x64x64_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.0914606973528862,91.71817231650796,16384000
grouped_conv_forward_bf16_2d_32x128x64_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.04583229869604111,183.02830620897026,16384000
grouped_conv_forward_bf16_2d_32x128x64_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.07146059721708298,117.38787984820627,16384000
grouped_conv_forward_bf16_2d_64x128x64_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.04048030078411102,207.22691871135066,16384000
grouped_conv_forward_bf16_2d_64x128x64_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.09349679946899414,89.72080378838926,16384000
grouped_conv_forward_bf16_2d_128x128x64_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.04182829707860947,200.5486377854441,16384000
grouped_conv_forward_bf16_2d_128x128x64_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.09155669808387756,91.62200227355261,16384000
grouped_conv_forward_bf16_2d_16x64x128_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.0628805011510849,133.4055525391637,16384000
grouped_conv_forward_bf16_2d_16x64x128_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.08106070011854172,103.48551132339901,16384000
grouped_conv_forward_bf16_2d_32x64x128_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.05057640001177788,165.8601244463133,16384000
grouped_conv_forward_bf16_2d_32x64x128_compv4,148,2,256,512,1,200,320,1,1,2,2,0,0,0.07272859662771225,115.34126037025213,16384000
grouped_conv_forward_bf16_2d_64x64x128_compv3,148,2,256,512,1,200,320,1,1,2,2,0,0,0.0487964004278183,171.91038532460573,16384000
